Ch1Coloc_b2	Ch1Coloc_gfp	Ch1Coloc_YY	Ch1Spot_b2	Ch1Spot_gfp	Ch1Spot_YY	Ch2Coloc_b2	Ch2Coloc_gfp	Ch2Coloc_YY	Ch2Spot_b2	Ch2Spot_gfp	Ch2Spot_YY
69.98099999999999	0	54.762	0.7249993649390032	0.0007861446718455256	0.1257198333513765	52.937	0	8.055999999999999	0.9584271907716368	0.5664172360647013	0.854595533852809
81.614	0	38.583	0.4062208957589928	0.003126367785906334	0.1016921737863199	27.358	0	3.695	1.211803422620635	0.7665853811042331	1.061762381422521
78.92	0	13.684	1.362761345013755	0	0.1871165342078569	64.146	0	5.231	1.676615608268986	0.8342538449060306	0.4894574605331837
50.594	0	46.061	1.125452457092125	0.0006962711892729676	0.1480897765100894	48.961	0	8.243	1.163001830660555	0.9636393259537871	0.8275077208624388
71.857	5.882	36.453	1.3662016326494	0.01774237651827778	0.3171818006395198	67.788	0.102	14.068	1.448224995209964	1.022273988214887	0.8218602321989528
74.72499999999999	0	68.557	0.8912413501163837	0.002071595729474457	0.1225915344858201	30.692	0	9.750999999999999	2.169884312737569	0.6725780801693736	0.8619322321580344
79.52200000000001	0	72.672	0.5272325509418209	0.00259950414458442	0.5354763951382212	34.114	0	19.596	1.22900966652991	0.4711601262059262	1.985815295330407
84.848	0	60.595	0.5794909376982854	0.0006345089091395932	0.2212125573076211	46.615	0	12.201	1.054790575487182	0.5126831985847914	1.098661622910713
80.027	0	78.54300000000001	0.5240953909814845	0	0.4847332869592433	40.947	0	22.315	1.024304396851212	0.5988275036099995	1.706108498195132
76.706	0	25	0.5726906082782764	0	0.003345978343155174	37.342	0	0.097	1.17637388476926	0.3111902862035368	0.8649354017056126
81.736	0	71.53700000000001	0.7531243424632069	0	0.3429005761075171	49.077	0	25.517	1.254299311769645	0.6312722563936549	0.961330834276238
84.83199999999999	0	0	0.5723358874789664	0	0.08319819043935794	43.47	0	0	1.116912979709835	0.6598403953924497	0.4998391284989552
74.337	0	68.51900000000001	0.5424049186264212	0.004082528309782249	0.2658958968323921	45.773	0	19.029	0.8808943517465079	1.205366483463209	0.9574440729561442
78.12	0	56.557	0.9818250966906765	0	0.6786496540694642	52.851	0	28.527	1.451255248268877	0.850817506481786	1.345478566213538
71.093		68.788	0.7213814582077697		0.7511737089201878	46.254		33.358	1.108774321193611		1.549011239152084
73.729		47.391	0.6633443234871674		0.5953351607534355	56.009		26.307	0.8732159738559887		1.072466093936986
85.91500000000001		79.01000000000001	0.5145151238459643		0.4215320226608938	51.384		28.809	0.8602858509376184		1.156082874030372
87.934		79.10899999999999	0.4777117345913949		0.3318800868250077	36.915		30.149	1.13794952499559		0.8708385565157584
80.551		56.216	1.330263163568469		0.155179080853334	55.562		13.775	1.928558184460284		0.6332984110500927
80.621		72.18000000000001	1.219374798723395		0.4432675819753403	60.159		27.927	1.634141696735605		1.145663393263332
83.166			0.6647411675482241			45.956			1.2029808137332		
82.26000000000001			0.4422107173759861			47.909			0.7592762686941429		
71.197			1.485564210676767			52.044			2.032266133066533		
85.914			0.8765709168675939			60.231			1.250337196141086		
79.971			0.6863237608520523			35.7			1.537405655752535		
75.316			0.7720761810708144			36.605			1.588549449692686		
91.371			0.4092626313094223			36.735			1.017962890058969		
81.995			0.589793981087847			39.624			1.220486084951859		
75.845			0.1987502736416811			21.303			0.7076277858643428		
83.25			0.4870574874686717			37.09			1.093227861319967		
83.14700000000001			0.9678603869122393			56.947			1.413138009006049		
80.938			0.9636010983011611			67.636			1.153114173610013		
87.23399999999999			0.3732404097067919			31.25			1.041896633053853		
65.964			0.1793848935226384			22.324			0.5300499414027359		
87.014			0.5854746430518332			46.288			1.100609576337722		
78.04600000000001			0.471012413687573			41.082			0.8948040397084983		
